"ITTER107","Territorio","TIPO_DATO7","Indicatori trasporto aereo","ARRIVO_PARTENZA","Arrivo-Partenza                  ","AEROPORTI","Aeroporti ","SERVIZIO_AEREO_TIPO","Tipo di servizio aereo","ISO","Nazionalità vettore","ISO_OD","Origine / Destinazione","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","T","merce e posta trasportate - tonnellate","ALL","Totale","TOTAL","Totale","ITLSH","linea internazionali","WORLD","Mondo","EUR","Europa","2018","2018",272448,,
"IT","Italia","T","merce e posta trasportate - tonnellate","ALL","Totale","TOTAL","Totale","ITLNSH","charter internazionali","WORLD","Mondo","EUR","Europa","2017","2017",127549,,
"IT","Italia","T","merce e posta trasportate - tonnellate","ALL","Totale","TOTAL","Totale","ITLNSH","charter internazionali","WORLD","Mondo","EUR","Europa","2018","2018",116950,,
"IT","Italia","T","merce e posta trasportate - tonnellate","ALL","Totale","TOTAL","Totale","ITLSE","voli internazionali","WORLD","Mondo","EUR","Europa","2017","2017",382487,,
"IT","Italia","T","merce e posta trasportate - tonnellate","ALL","Totale","TOTAL","Totale","ITLSE","voli internazionali","WORLD","Mondo","EUR","Europa","2018","2018",389398,,
"IT","Italia","T","merce e posta trasportate - tonnellate","ALL","Totale","TOTAL","Totale","ITLSH","linea internazionali","WORLD","Mondo","ASI_OTH","Altri Paesi dell'Asia","2017","2017",210510,,
"IT","Italia","T","merce e posta trasportate - tonnellate","ALL","Totale","TOTAL","Totale","ITLSH","linea internazionali","WORLD","Mondo","ASI_OTH","Altri Paesi dell'Asia","2018","2018",205759,,
"IT","Italia","T","merce e posta trasportate - tonnellate","ALL","Totale","TOTAL","Totale","ITLNSH","charter internazionali","WORLD","Mondo","ASI_OTH","Altri Paesi dell'Asia","2017","2017",13025,,
"IT","Italia","T","merce e posta trasportate - tonnellate","ALL","Totale","TOTAL","Totale","ITLNSH","charter internazionali","WORLD","Mondo","ASI_OTH","Altri Paesi dell'Asia","2018","2018",3431,,
"IT","Italia","T","merce e posta trasportate - tonnellate","ALL","Totale","TOTAL","Totale","ITLSE","voli internazionali","WORLD","Mondo","ASI_OTH","Altri Paesi dell'Asia","2017","2017",223535,,
"IT","Italia","T","merce e posta trasportate - tonnellate","ALL","Totale","TOTAL","Totale","ITLSE","voli internazionali","WORLD","Mondo","ASI_OTH","Altri Paesi dell'Asia","2018","2018",209190,,
"IT","Italia","T","merce e posta trasportate - tonnellate","ALL","Totale","TOTAL","Totale","ITLSH","linea internazionali","WORLD","Mondo","AU","Australia","2017","2017",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","ALL","Totale","TOTAL","Totale","ITLSH","linea internazionali","WORLD","Mondo","AU","Australia","2018","2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","ALL","Totale","TOTAL","Totale","ITLNSH","charter internazionali","WORLD","Mondo","AU","Australia","2017","2017",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","ALL","Totale","TOTAL","Totale","ITLNSH","charter internazionali","WORLD","Mondo","AU","Australia","2018","2018",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","ALL","Totale","TOTAL","Totale","ITLSE","voli internazionali","WORLD","Mondo","AU","Australia","2017","2017",0,,
"IT","Italia","T","merce e posta trasportate - tonnellate","ALL","Totale","TOTAL","Totale","ITLSE","voli internazionali","WORLD","Mondo","AU","Australia","2018","2018",0,,
